seqlengths isCircular genome chrom
140361 FALSE hg38 chr2_KZ208908v1_alt
175849 FALSE hg38 chr3_KZ208909v1_alt
164041 FALSE hg38 chr3_KZ559101v1_alt
197752 FALSE hg38 chr3_KZ559102v1_alt
302885 FALSE hg38 chr3_KZ559103v1_alt
195063 FALSE hg38 chr3_KZ559105v1_alt
215443 FALSE hg38 chr3_ML143343v1_alt
90922 FALSE hg38 chr4_KQ090013v1_alt
163749 FALSE hg38 chr4_KQ090014v1_alt
236512 FALSE hg38 chr4_KQ090015v1_alt
205407 FALSE hg38 chr4_KQ983258v1_alt
420675 FALSE hg38 chr4_KV766193v1_alt
139087 FALSE hg38 chr5_KN196477v1_alt
362221 FALSE hg38 chr5_KV575243v1_alt
135987 FALSE hg38 chr5_KZ208910v1_alt
82315 FALSE hg38 chr6_KQ090017v1_alt
680662 FALSE hg38 chr7_KZ208913v1_alt
172555 FALSE hg38 chr7_KZ559106v1_alt
103072 FALSE hg38 chr8_KZ559107v1_alt
163882 FALSE hg38 chr9_KQ090018v1_alt
134099 FALSE hg38 chr9_KQ090019v1_alt
185507 FALSE hg38 chr10_KQ090020v1_alt
203552 FALSE hg38 chr11_KN538368v1_alt
301637 FALSE hg38 chr11_KZ559110v1_alt
181167 FALSE hg38 chr11_KZ559111v1_alt
109323 FALSE hg38 chr12_KQ090023v1_alt
174808 FALSE hg38 chr12_KZ208918v1_alt
154139 FALSE hg38 chr12_KZ559112v1_alt
168146 FALSE hg38 chr13_KQ090024v1_alt
123480 FALSE hg38 chr13_KQ090025v1_alt
171798 FALSE hg38 chr14_KZ208919v1_alt
264228 FALSE hg38 chr14_ML143368v1_alt
2365364 FALSE hg38 chr15_KQ031389v1_alt
169136 FALSE hg38 chr16_KQ031390v1_alt
59016 FALSE hg38 chr16_KQ090026v1_alt
267463 FALSE hg38 chr16_KQ090027v1_alt
78609 FALSE hg38 chr16_KZ208921v1_alt
246895 FALSE hg38 chr17_KV766197v1_alt
276292 FALSE hg38 chr17_KV766198v1_alt
116753 FALSE hg38 chr17_KZ559114v1_alt
205101 FALSE hg38 chr18_KQ458385v1_alt
163186 FALSE hg38 chr18_KZ559116v1_alt
163926 FALSE hg38 chr19_KV575246v1_alt
170206 FALSE hg38 chr19_KV575247v1_alt
168131 FALSE hg38 chr19_KV575248v1_alt
293522 FALSE hg38 chr19_KV575249v1_alt
241058 FALSE hg38 chr19_KV575250v1_alt
159285 FALSE hg38 chr19_KV575251v1_alt
178197 FALSE hg38 chr19_KV575252v1_alt
166713 FALSE hg38 chr19_KV575253v1_alt
99845 FALSE hg38 chr19_KV575254v1_alt
161095 FALSE hg38 chr19_KV575255v1_alt
223118 FALSE hg38 chr19_KV575256v1_alt
100553 FALSE hg38 chr19_KV575257v1_alt
156965 FALSE hg38 chr19_KV575258v1_alt
171263 FALSE hg38 chr19_KV575259v1_alt
145691 FALSE hg38 chr19_KV575260v1_alt
156562 FALSE hg38 chr22_KN196485v1_alt
153027 FALSE hg38 chr22_KN196486v1_alt
155930 FALSE hg38 chr22_KQ458387v1_alt
174749 FALSE hg38 chr22_KQ458388v1_alt
145162 FALSE hg38 chr22_KQ759761v1_alt
188004 FALSE hg38 chrX_KV766199v1_alt
